holdingId,stockId,investment,accountid
2706,97,9000,997
2707,28,5100,223
2708,65,6600,57
2709,84,9300,734
2710,98,4000,877
2711,64,4400,457
2712,10,900,176
2713,28,3700,939
2714,64,1500,582
2715,62,9200,870
2716,97,8500,336
2717,64,1400,77
2718,59,9700,780
2719,50,8000,936
2720,12,7800,704
2721,65,900,685
2722,63,4800,395
2723,68,4700,994
2724,23,3900,964
2725,23,8500,92
2726,41,4500,211
2727,67,2900,432
2728,65,7100,232
2729,69,2200,664
2730,33,3800,908
2731,5,9800,594
2732,79,9300,829
2733,32,6100,889
2734,41,6100,700
2735,42,6600,122
2736,69,8700,837
2737,71,4000,437
2738,89,2600,932
2739,90,5100,614
2740,62,6200,141
2741,33,2200,796
2742,40,5300,918
2743,10,6400,617
2744,61,8000,395
2745,14,2000,932
2746,47,2900,1000
2747,82,8400,140
2748,35,4900,894
2749,56,3900,337
2750,67,1800,18
2751,91,7500,432
2752,3,6400,389
2753,73,2000,902
2754,64,9900,289
2755,16,9500,743
2756,90,4100,267
2757,26,2700,468
2758,15,1900,127
2759,28,6600,640
2760,1,600,357
2761,21,7000,805
2762,90,7400,558
2763,57,2700,52
2764,50,9700,991
2765,82,3900,181
2766,70,8100,506
2767,89,3200,279
2768,23,2500,220
2769,79,6900,174
2770,91,9600,485
2771,69,7300,417
2772,15,7000,590
2773,86,6500,861
2774,44,8700,501
2775,72,8000,279
2776,45,1600,6
2777,1,700,639
2778,74,5500,5
2779,86,5500,15
2780,19,3000,537
2781,67,8800,480
2782,99,5200,701
2783,71,900,15
2784,79,6600,293
2785,42,5400,547
2786,29,9600,490
2787,78,7900,771
2788,5,7600,987
2789,28,7000,344
2790,72,2300,718
2791,27,6000,41
2792,2,4400,955
2793,31,7500,277
2794,38,1100,954
2795,44,3800,278
2796,35,700,880
2797,8,7200,272
2798,93,3500,739
2799,23,8200,216
2800,53,6300,766
2801,72,8600,185
2802,57,7400,518
2803,96,2700,13
2804,49,8500,873
2805,77,2400,163
2806,94,3600,856
2807,63,2700,26
2808,49,2400,438
2809,66,3200,688
2810,83,5200,203
2811,70,10000,499
2812,36,800,843
2813,34,6900,813
2814,95,2800,168
2815,92,6200,80
2816,87,5300,844
2817,90,4600,156
2818,32,200,557
2819,45,100,322
2820,71,5500,393
2821,84,7500,681
2822,38,1000,370
2823,46,1000,8
2824,14,1000,795
2825,17,4100,691
2826,80,7300,685
2827,60,2100,28
2828,39,4100,766
2829,24,1000,603
2830,76,3300,422
2831,66,300,680
2832,8,7200,825
2833,27,6000,829
2834,36,800,660
2835,39,5000,124
2836,93,7100,200
2837,94,1100,373
2838,61,7200,872
2839,86,6000,3
2840,39,3300,178
2841,45,5800,381
2842,25,2300,740
2843,33,2100,687
2844,71,2300,899
2845,79,5900,946
2846,24,7800,716
2847,85,8000,565
2848,64,7500,698
2849,17,300,529
2850,52,4300,905
2851,72,2900,347
2852,1,7100,392
2853,72,5100,2
2854,92,3200,926
2855,62,9600,721
2856,79,1500,480
2857,74,4800,471
2858,6,1700,806
2859,2,5200,796
2860,6,5000,949
2861,94,6700,761
2862,30,3500,311
2863,30,700,793
2864,82,4400,573
2865,6,8600,478
2866,100,8500,991
2867,95,2700,927
2868,23,6800,108
2869,34,9600,100
2870,83,6200,770
2871,78,7300,513
2872,41,1200,417
2873,96,6800,891
2874,37,5700,586
2875,82,1100,477
2876,60,6400,281
2877,3,6100,408
2878,34,8200,711
2879,59,7700,450
2880,95,8500,878
2881,64,5600,595
2882,72,7200,523
2883,58,6900,628
2884,38,6400,408
2885,46,9900,195
2886,38,6100,347
2887,69,8500,353
2888,73,9000,985
2889,41,100,411
2890,50,2600,462
2891,83,6600,498
2892,79,3200,20
2893,59,8200,101
2894,35,700,20
2895,100,2100,948
2896,31,5900,261
2897,19,3300,644
2898,95,3000,576
2899,80,7300,449
2900,89,2900,386
2901,10,3700,395
2902,85,2700,720
2903,49,3700,280
2904,36,2000,824
2905,23,600,896
2906,29,2400,458
2907,24,4300,566
2908,55,3500,800
2909,99,300,665
2910,49,1800,344
2911,55,1800,946
2912,64,6800,111
2913,55,3900,829
2914,35,2000,281
2915,47,6200,688
2916,29,3700,361
2917,12,3600,981
2918,34,4800,128
2919,26,2300,83
2920,33,2600,955
2921,5,7000,939
2922,45,6500,917
2923,61,7900,441
2924,2,100,239
2925,62,9600,618
2926,98,4600,813
2927,66,7400,150
2928,99,1800,265
2929,87,1500,834
2930,73,8400,596
2931,50,9100,101
2932,11,2600,415
2933,94,400,287
2934,29,5000,244
2935,28,6300,620
2936,63,5100,875
2937,97,3600,913
2938,66,8400,231
2939,50,4000,422
2940,66,8600,926
2941,5,9400,422
2942,7,4400,143
2943,88,8400,165
2944,53,5600,556
2945,67,4400,337
2946,44,4400,814
2947,42,4600,572
2948,49,3200,797
2949,23,5600,678
2950,51,2600,787
2951,62,7200,101
2952,19,2400,472
2953,73,7700,479
2954,28,3500,761
2955,71,3500,397
2956,39,6100,818
2957,41,8600,124
2958,15,6000,17
2959,69,7400,796
2960,77,9100,618
2961,36,3300,11
2962,70,8900,261
2963,93,2300,448
2964,13,9000,659
2965,84,2000,8
2966,56,2700,567
2967,34,200,850
2968,32,2600,590
2969,24,4900,434
2970,98,7700,221
2971,72,9200,439
2972,10,6900,410
2973,63,8600,893
2974,81,6200,244
2975,20,6300,264
2976,100,5700,734
2977,87,2200,415
2978,4,8300,480
2979,58,2000,628
2980,4,10000,34
2981,32,4100,830
2982,36,2000,407
2983,88,6200,925
2984,93,5900,13
2985,10,6300,597
2986,75,2600,663
2987,33,6700,366
2988,41,4200,850
2989,81,1000,608
2990,60,9700,407
2991,47,8000,514
2992,42,1600,194
2993,78,9500,724
2994,88,1800,205
2995,62,1200,716
2996,24,1100,914
2997,26,4300,471
2998,79,8700,574
2999,79,4700,861
3000,46,4200,931
3001,64,3400,740
3002,92,9400,945
3003,53,500,623
3004,39,9000,37
3005,61,2300,229
3006,35,1000,679
3007,87,2600,670
3008,32,1800,512
3009,81,6700,524
3010,72,3500,488
3011,14,9300,521
3012,78,9200,83
3013,56,900,871
3014,34,7800,855
3015,46,1400,355
3016,65,9500,382
3017,71,5900,267
3018,1,9300,863
3019,68,700,864
3020,89,10000,811
3021,48,3600,839
3022,6,500,197
3023,52,8800,290
3024,11,2100,7
3025,73,10000,202
3026,7,1400,85
3027,68,8100,498
3028,6,3200,63
3029,21,1100,355
3030,9,3400,281
3031,65,9000,528
3032,100,5600,774
3033,73,2100,710
3034,100,5700,141
3035,100,1900,754
3036,97,6900,610
3037,37,2000,343
3038,18,3500,562
3039,88,1800,540
3040,55,6200,733
3041,47,8200,117
3042,79,4300,63
3043,77,7300,197
3044,12,2700,329
3045,93,4400,592
3046,92,5100,32
3047,5,2600,351
3048,74,3800,660
3049,97,5900,510
3050,47,7500,420
3051,27,4100,170
3052,64,4000,774
3053,89,100,656
3054,97,700,148
3055,50,4100,781
3056,61,9800,852
3057,59,1500,159
3058,23,3600,24
3059,5,700,619
3060,59,8500,536
3061,73,2300,269
3062,32,9900,801
3063,32,9100,842
3064,30,7700,846
3065,59,6500,102
3066,52,9000,10
3067,84,3300,579
3068,41,6100,788
3069,92,2300,525
3070,75,9900,493
3071,10,9500,30
3072,20,600,873
3073,99,1400,993
3074,72,7500,283
3075,35,1900,626
3076,34,9100,128
3077,88,5600,328
3078,4,1600,794
3079,98,2400,519
3080,90,5800,939
3081,61,7200,264
3082,6,7800,708
3083,33,300,503
3084,51,3400,911
3085,54,8000,178
3086,37,2800,965
3087,26,4500,775
3088,41,1600,559
3089,98,2200,551
3090,71,8800,890
3091,39,3700,229
3092,33,7300,562
3093,84,8000,527
3094,56,5400,269
3095,25,6800,886
3096,98,1800,625
3097,84,7300,92
3098,81,7600,850
3099,14,8100,406
3100,64,1100,50
3101,8,1900,547
3102,9,1000,410
3103,4,3900,605
3104,39,700,317
3105,56,9300,122
3106,8,6200,715
3107,16,400,713
3108,60,1700,995
3109,13,700,600
3110,85,9900,196
3111,4,1900,263
3112,21,3900,231
3113,100,4200,185
3114,9,2900,877
3115,74,1700,167
3116,77,9100,737
3117,79,5600,16
3118,22,8900,257
3119,93,6200,434
3120,75,5500,526
3121,37,4400,683
3122,40,9000,68
3123,42,8800,940
3124,3,1900,450
3125,44,4800,812
3126,52,4800,491
3127,47,5400,545
3128,68,6500,63
3129,73,800,874
3130,86,7300,20
3131,81,4900,141
3132,1,4100,735
3133,97,3400,116
3134,92,4700,84
3135,71,6700,150
3136,31,8600,905
3137,32,2300,806
3138,90,7200,836
3139,56,5300,640
3140,5,5100,316
3141,48,9200,866
3142,32,5900,455
3143,94,9900,476
3144,72,4000,303
3145,81,3100,595
3146,3,4900,276
3147,75,3400,986
3148,61,7200,434
3149,70,300,676
3150,30,300,134
3151,24,400,365
3152,97,2300,857
3153,23,6400,819
3154,67,1300,613
3155,37,2800,664
3156,67,4400,351
3157,98,3900,11
3158,71,7100,9
3159,86,3100,100
3160,79,10000,560
3161,16,5600,203
3162,63,7200,872
3163,71,7200,416
3164,8,700,825
3165,55,9800,963
3166,94,4600,15
3167,37,7500,847
3168,26,7100,683
3169,28,3500,812
3170,77,2400,785
3171,38,9400,856
3172,42,3200,495
3173,73,700,772
3174,3,9000,533
3175,30,8700,337
3176,100,1800,886
3177,35,8100,961
3178,53,500,709
3179,93,1900,66
3180,60,5200,702
3181,26,8500,336
3182,9,6300,300
3183,28,1800,367
3184,77,6800,545
3185,76,4700,354
3186,79,9700,893
3187,31,3600,205
3188,25,5000,269
3189,38,10000,100
3190,99,9500,943
3191,93,2300,141
3192,95,1300,536
3193,87,7900,679
3194,92,2000,908
3195,50,2600,713
3196,16,8900,693
3197,6,4700,646
3198,47,2400,174
3199,97,800,72
3200,22,6800,298
3201,31,1500,243
3202,85,5200,262
3203,25,5000,139
3204,32,3800,861
3205,99,9600,339
3206,60,5800,603
3207,69,5500,693
3208,18,6900,49
3209,45,8700,165
3210,24,9100,682
3211,85,4200,677
3212,87,10000,152
3213,7,8600,947
3214,59,900,50
3215,25,3200,342
3216,86,1300,983
3217,64,4200,741
3218,32,5000,355
3219,42,9000,347
3220,15,9600,28
3221,87,7200,761
3222,98,8700,711
3223,17,2600,238
3224,48,1500,954
3225,24,2200,100
3226,14,1500,134
3227,84,6700,54
3228,8,7600,583
3229,51,3100,715
3230,41,7800,553
3231,50,7500,913
3232,58,9700,126
3233,71,6700,659
3234,60,6200,22
3235,42,5600,115
3236,30,3000,522
3237,88,3500,148
3238,16,8200,162
3239,18,1300,352
3240,77,7400,168
3241,77,1200,731
3242,25,500,615
3243,28,4300,959
3244,59,3600,389
3245,85,300,69
3246,89,1200,701
3247,40,9500,443
3248,34,100,822
3249,33,9200,469
3250,82,2700,691
3251,62,7700,622
3252,86,6600,872
3253,25,3800,923
3254,27,9900,420
3255,13,2600,3
3256,97,9600,816
3257,54,7900,782
3258,35,3400,864
3259,55,5900,234
3260,97,4000,967
3261,15,2900,822
3262,74,8600,765
3263,15,4500,827
3264,95,6000,630
3265,61,4100,467
3266,84,2200,392
3267,16,3200,962
3268,97,5700,743
3269,12,9500,584
3270,4,7800,237
3271,28,5100,829
3272,1,4900,509
3273,37,8900,374
3274,48,3600,831
3275,85,4400,367
3276,19,4300,483
3277,11,9800,275
3278,66,3800,836
3279,23,9400,963
3280,84,6300,959
3281,53,1600,393
3282,47,400,439
3283,25,6900,232
3284,61,7500,248
3285,26,2300,577
3286,18,6100,108
3287,94,5800,431
3288,88,8300,749
3289,93,1700,206
3290,65,3300,418
3291,43,7800,776
3292,7,7900,448
3293,37,7400,337
3294,69,1500,566
3295,29,2800,135
3296,68,9300,441
3297,2,2900,812
3298,66,1500,919
3299,61,9200,797
3300,68,4800,829
3301,89,2300,959
3302,17,8900,100
3303,80,3400,790
3304,50,3500,20
3305,31,1100,695
3306,43,1700,676
3307,77,7700,222
3308,73,4300,970
3309,67,8500,541
3310,75,1000,732
3311,26,200,110
3312,54,7500,796
3313,59,9700,942
3314,56,2300,933
3315,3,300,226
3316,20,8800,478
3317,18,800,297
3318,88,4700,596
3319,41,8200,18
3320,60,9600,644
3321,33,10000,901
3322,73,6600,527
3323,22,3700,892
3324,62,900,491
3325,62,1600,835
3326,63,1600,621
3327,35,2300,724
3328,4,3200,574
3329,67,4600,473
3330,95,9600,641
3331,97,8400,217
3332,69,9800,376
3333,39,6500,351
3334,49,9100,815
3335,27,8300,150
3336,33,10000,984
3337,93,8300,149
3338,78,9500,859
3339,79,4300,65
3340,17,4200,145
3341,66,600,335
3342,83,4500,317
3343,59,9100,123
3344,46,6600,720
3345,90,800,451
3346,70,9800,194
3347,31,9000,684
3348,55,1200,421
3349,78,8600,390
3350,24,9300,324
3351,27,3300,511
3352,43,800,711
3353,97,3700,386
3354,68,9400,582
3355,60,7700,648
3356,79,2700,97
3357,45,6700,805
3358,5,1800,382
3359,36,4800,488
3360,40,4900,846
3361,40,6600,135
3362,43,4100,18
3363,41,1500,36
3364,34,7500,798
3365,36,7000,84
3366,39,8000,449
3367,20,800,377
3368,93,8100,142
3369,11,800,690
3370,12,8400,499
3371,56,1100,246
3372,49,4900,519
3373,54,3900,66
3374,3,1100,862
3375,25,6900,635
3376,21,3100,666
3377,10,7600,23
3378,7,4100,301
3379,4,1800,802
3380,84,8500,890
3381,99,7000,374
3382,91,6500,612
3383,48,400,501
3384,46,1000,412
3385,72,1100,241
3386,49,7200,816
3387,34,1800,876
3388,57,3600,721
3389,62,7400,824
3390,92,3500,627
3391,96,1400,255
3392,62,8500,342
3393,94,9300,856
3394,88,3200,365
3395,45,1300,862
3396,25,8700,428
3397,52,1300,228
3398,87,6800,710
3399,81,4700,931
3400,67,3800,203
3401,98,4700,82
3402,24,4300,397
3403,59,300,763
3404,86,7200,41
3405,78,3500,122
3406,94,5700,72
3407,98,9900,952
3408,45,8700,823
3409,47,700,809
3410,52,3000,369
3411,34,3700,616
3412,1,6500,269
3413,65,900,123
3414,16,7500,994
3415,38,8100,596
3416,34,5300,50
3417,66,5600,97
3418,21,5600,724
3419,62,1200,856
3420,49,5400,62
3421,34,100,990
3422,11,800,510
3423,9,7900,750
3424,31,7400,275
3425,33,1100,781
3426,37,6400,935
3427,66,5100,832
3428,56,1800,86
3429,51,1300,763
3430,44,7800,819
3431,36,8900,783
3432,6,2300,803
3433,1,2200,602
3434,77,2800,457
3435,67,6700,953
3436,58,2100,661
3437,94,4200,596
3438,100,3100,341
3439,73,9000,140
3440,97,700,811
3441,72,9500,396
3442,42,2900,818
3443,5,6800,118
3444,18,6200,797
3445,94,1500,568
3446,8,2200,117
3447,46,6400,932
3448,14,6400,996
3449,33,8800,30
3450,86,9600,240
3451,97,4700,252
3452,21,7600,860
3453,52,2600,601
3454,54,8400,649
3455,26,2900,961
3456,89,1900,936
3457,96,2100,342
3458,20,5900,237
3459,17,6400,603
3460,71,9900,775
3461,32,2800,592
3462,82,4200,634
3463,76,2600,785
3464,42,2700,141
3465,6,6900,752
3466,92,500,422
3467,13,7100,828
3468,27,1700,589
3469,43,6100,1000
3470,48,8100,31
3471,73,1000,541
3472,27,3200,700
3473,55,2900,805
3474,78,7500,120
3475,42,7100,103
3476,18,4800,649
3477,17,600,560
3478,97,8000,319
3479,66,5300,917
3480,67,2800,687
3481,99,8100,462
3482,70,600,82
3483,24,400,906
3484,66,2400,36
3485,5,2100,964
3486,63,1900,627
3487,39,2900,229
3488,93,7800,473
3489,97,2800,409
3490,29,5900,539
3491,74,9600,258
3492,92,9100,299
3493,50,3400,563
3494,63,700,758
3495,10,6300,517
3496,77,9800,45
3497,49,3600,347
3498,88,6800,910
3499,100,2600,214
3500,82,1400,812
3501,46,5400,141
3502,11,500,598
3503,67,3900,221
3504,3,5800,321
3505,46,7600,25
3506,21,6700,601
3507,48,4300,428
3508,11,10000,327
3509,93,3200,830
3510,91,100,655
3511,11,8500,461
3512,95,2700,740
3513,59,6000,688
3514,22,4400,504
3515,87,5000,717
3516,70,300,424
3517,35,2000,348
3518,47,8000,24
3519,66,4200,849
3520,94,4100,307
3521,16,2600,279
3522,25,5900,787
3523,45,5200,650
3524,65,7800,63
3525,94,1800,368
3526,73,8200,500
3527,14,500,206
3528,55,5500,982
3529,33,6600,384
3530,22,5900,555
3531,66,400,37
3532,45,700,888
3533,98,3000,172
3534,1,4800,314
3535,7,7700,719
3536,11,3700,493
3537,3,2400,198
3538,35,500,760
3539,34,1900,89
3540,49,5600,19
3541,55,6600,693
3542,93,3000,672
3543,91,8900,239
3544,22,7900,554
3545,91,3000,391
3546,92,8000,232
3547,20,600,678
3548,9,6000,458
3549,12,5500,684
3550,44,8000,569
3551,78,900,618
3552,43,5200,612
3553,68,2300,512
3554,2,6300,805
3555,57,4000,148
3556,68,2700,610
3557,98,6800,148
3558,31,7800,985
3559,70,6000,239
3560,89,2500,617
3561,70,7600,261
3562,47,6800,970
3563,85,10000,197
3564,43,2100,858
3565,68,4600,657
3566,34,7100,595
3567,1,7100,480
3568,29,4600,721
3569,65,8200,648
3570,14,2300,190
3571,55,1400,39
3572,38,8400,755
3573,68,1600,887
3574,45,9400,789
3575,72,400,672
3576,31,3000,410
3577,54,8100,410
3578,50,9500,599
3579,75,8200,654
3580,25,9700,999
3581,66,1800,111
3582,72,7600,807
3583,73,2600,60
3584,10,7700,692
3585,65,8300,65
3586,47,7300,414
3587,35,3200,943
3588,9,2000,211
3589,87,7300,105
3590,58,4300,463
3591,88,5000,143
3592,87,4200,337
3593,54,500,693
3594,98,2700,63
3595,27,6400,859
3596,81,4600,61
3597,67,500,474
3598,77,4700,372
3599,9,9000,850
3600,94,6800,224
3601,12,4100,684
3602,28,6600,813
3603,25,2200,16
3604,4,9000,336
3605,41,9300,920
3606,73,5200,48
3607,22,9100,69
3608,24,6300,218
3609,95,1000,901
3610,39,7500,523
3611,20,2600,99
3612,36,2200,860
3613,41,4000,732
3614,74,6000,439
3615,7,5200,501
3616,11,2300,320
3617,48,5200,165
3618,75,2600,953
3619,37,6000,564
3620,68,1100,333
3621,44,1300,629
3622,70,3100,118
3623,57,5500,722
3624,37,1100,768
3625,56,3600,96
3626,31,4400,499
3627,97,8100,754
3628,25,7300,478
3629,90,6000,819
3630,16,4100,993
3631,3,3000,754
3632,3,3300,47
3633,97,7800,101
3634,81,9400,156
3635,4,6800,487
3636,87,7600,429
3637,21,9200,393
3638,45,3700,770
3639,42,8200,47
3640,80,4700,142
3641,99,900,951
3642,83,8000,197
3643,89,7400,819
3644,90,5700,167
3645,55,1600,22
3646,76,7700,222
3647,83,5400,440
3648,93,3400,935
3649,25,4400,885
3650,9,6500,526
3651,37,7900,187
3652,11,2300,314
3653,7,2400,687
3654,32,900,173
3655,21,700,513
3656,5,7300,323
3657,4,7400,875
3658,49,2000,618
3659,21,2000,743
3660,80,6200,285
3661,76,7100,20
3662,1,3300,536
3663,37,2400,905
3664,34,1500,777
3665,15,500,556
3666,77,1800,198
3667,9,9100,658
3668,33,9300,293
3669,21,1300,907
3670,36,10000,490
3671,89,8500,8
3672,33,10000,406
3673,67,9900,816
3674,56,4400,303
3675,89,9100,730
3676,29,6200,467
3677,16,1400,456
3678,73,8100,741
3679,25,300,698
3680,11,9000,990
3681,69,3000,80
3682,47,6300,376
3683,65,9000,554
3684,72,7000,631
3685,16,9400,603
3686,74,6700,967
3687,87,2400,361
3688,72,2700,173
3689,50,1500,442
3690,41,200,793
3691,7,6700,705
3692,16,9300,499
3693,27,8700,377
3694,9,900,979
3695,46,9200,547
3696,51,5600,685
3697,71,3500,820
3698,26,4100,320
3699,27,9800,849
3700,63,6600,215
3701,96,5400,184
3702,79,8700,704
3703,48,3100,668
3704,30,9000,193
3705,53,3900,586
3706,59,9000,556
3707,76,3600,125
3708,6,9600,476
3709,98,9700,19
3710,15,2900,629
3711,66,1800,461
3712,88,5300,227
3713,64,5600,438
3714,35,3800,739
3715,91,6000,81
3716,10,9600,420
3717,55,3500,692
3718,50,9100,83
3719,14,9400,812
3720,67,8300,683
3721,11,1100,968
3722,44,6300,584
3723,40,2500,139
3724,54,600,438
3725,75,6900,428
3726,58,3000,176
3727,23,6600,151
3728,64,6300,844
3729,8,3400,779
3730,72,3200,424
3731,81,5000,779
3732,84,9400,53
3733,54,3500,815
3734,57,2300,65
3735,37,4000,211
3736,58,3100,55
3737,99,5500,841
3738,8,9400,864
3739,65,2600,524
3740,57,3300,338
3741,39,3400,318
3742,44,2700,461
3743,86,2200,535
3744,6,4500,557
3745,43,4200,206
3746,81,3300,35
3747,59,9800,970
3748,21,3400,624
3749,25,1200,310
3750,86,100,397
3751,29,3800,765
3752,4,2100,189
3753,41,9600,421
3754,35,3300,794
3755,57,5800,587
3756,79,5100,295
3757,57,3500,628
3758,50,2300,747
3759,100,9900,409
3760,77,9200,877
3761,62,8800,679
3762,51,2700,909
3763,35,500,502
3764,83,5800,450
3765,73,5000,588
3766,5,1000,278
3767,18,6100,29
3768,51,200,659
3769,85,10000,79
3770,11,8300,384
3771,84,100,497
3772,100,7700,162
3773,11,2300,748
3774,87,2500,225
3775,41,9200,750
3776,76,6200,882
3777,70,9700,769
3778,2,5400,477
3779,95,1900,14
3780,76,6100,221
3781,8,7400,566
3782,32,800,914
3783,31,5300,652
3784,70,3500,88
3785,99,3500,146
3786,6,9200,230
3787,9,6300,954
3788,34,6400,452
3789,78,9500,548
3790,86,8900,502
3791,88,1100,668
3792,88,2700,900
3793,91,900,949
3794,84,3900,295
3795,44,300,849
3796,11,4200,834
3797,67,6600,927
3798,52,9500,908
3799,16,2100,354
3800,85,8900,738
3801,89,5200,662
3802,16,3500,712
3803,81,600,609
3804,6,2000,277
3805,57,8200,336
3806,30,100,71
3807,92,5700,3
3808,31,1600,274
3809,98,1200,538
3810,9,3200,971
3811,59,6700,506
3812,4,4900,108
3813,28,6100,895
3814,9,700,212
3815,92,8600,947
3816,80,5300,944
3817,97,2400,935
3818,9,3200,557
3819,71,100,633
3820,57,900,405
3821,16,5500,451
3822,85,2400,43
3823,93,2700,819
3824,72,5300,346
3825,83,10000,589
3826,10,2500,788
3827,58,700,178
3828,47,200,578
3829,22,4200,393
3830,83,9700,400
3831,7,4500,127
3832,18,3300,610
3833,27,400,189
3834,82,1400,774
3835,31,7100,870
3836,52,8800,675
3837,84,6600,821
3838,33,1400,430
3839,54,3100,424
3840,28,5300,714
3841,83,8800,354
3842,59,2000,211
3843,89,2800,646
3844,14,3600,741
3845,98,9600,298
3846,22,9800,398
3847,80,8500,857
3848,43,1200,720
3849,5,4900,657
3850,50,8800,261
3851,79,9600,411
3852,31,1000,44
3853,68,3100,853
3854,6,4800,100
3855,78,10000,290
3856,31,6900,739
3857,45,4800,237
3858,96,9900,241
3859,58,2900,472
3860,39,1700,932
3861,59,4200,726
3862,36,2500,714
3863,8,1100,128
3864,63,8500,280
3865,62,3500,648
3866,35,1200,470
3867,47,2400,471
3868,21,3800,69
3869,91,1600,575
3870,100,4800,606
3871,71,3400,319
3872,44,7000,75
3873,17,7200,200
3874,12,8000,344
3875,87,3700,478
3876,38,5500,710
3877,48,6800,322
3878,17,6300,243
3879,70,6900,587
3880,41,8600,333
3881,39,5000,849
3882,43,1200,456
3883,91,6200,47
3884,59,5400,619
3885,36,500,765
3886,30,5800,821
3887,91,3100,516
3888,39,9000,373
3889,54,2500,509
3890,37,4000,52
3891,24,3800,31
3892,87,5500,170
3893,60,4300,35
3894,13,4100,124
3895,91,7900,972
3896,98,5000,425
3897,15,7800,507
3898,89,2000,591
3899,79,3800,371
3900,49,9800,605
3901,91,8500,792
3902,76,7500,673
3903,57,4700,257
3904,59,5900,619
3905,82,9700,83
3906,96,2600,478
3907,63,5700,598
3908,28,1500,596
3909,49,5600,468
3910,80,9000,596
3911,51,2100,605
3912,58,3600,651
3913,79,2700,444
3914,97,700,937
3915,84,5200,391
3916,20,9600,577
3917,50,2500,448
3918,2,4900,821
3919,79,4400,543
3920,45,7700,177
3921,66,5500,266
3922,94,3400,787
3923,91,4100,579
3924,33,2000,437
3925,5,4400,951
3926,54,3900,871
3927,62,1900,996
3928,78,8600,137
3929,45,5400,677
3930,31,9100,660
3931,24,1200,910
3932,80,8600,438
3933,52,3100,263
3934,89,2000,778
3935,36,1500,81
3936,100,7300,933
3937,24,2300,40
3938,84,7900,59
3939,72,3700,239
3940,74,1200,457
3941,82,7900,769
3942,2,700,991
3943,21,3000,579
3944,32,3900,931
3945,68,7000,1000
3946,46,8700,750
3947,13,8800,946
3948,20,8800,404
3949,35,6600,217
3950,48,4900,360
3951,85,4000,170
3952,24,4400,272
3953,30,7800,233
3954,17,6000,49
3955,90,3800,490
3956,22,7400,295
3957,74,7700,850
3958,15,6300,274
3959,34,5100,414
3960,94,6200,179
3961,92,2400,838
3962,45,1600,802
3963,27,1600,217
3964,74,1400,53
3965,28,8400,802
3966,6,6700,288
3967,74,4900,91
3968,59,4100,17
3969,4,3200,183
3970,63,9000,534
3971,37,6000,354
3972,88,6300,734
3973,65,6800,936
3974,61,3300,881
3975,32,6500,472
3976,54,4500,208
3977,34,6300,420
3978,19,7500,642
3979,85,3600,147
3980,89,5600,278
3981,71,6600,962
3982,16,2900,859
3983,51,300,587
3984,6,9800,35
3985,78,3100,687
3986,61,1700,773
3987,41,5800,918
3988,17,9600,887
3989,1,6100,227
3990,92,200,495
3991,66,8200,650
3992,11,4300,749
3993,76,300,327
3994,13,2800,362
3995,26,6100,824
3996,59,2500,90
3997,96,3400,785
3998,28,9500,930
3999,80,100,292
4000,65,8400,710
4001,88,9000,693
4002,85,900,93
4003,6,2900,57
4004,40,2000,1000
4005,10,4500,429
4006,89,3900,404
4007,75,7700,610
4008,8,1600,581
4009,32,1200,1
4010,14,4400,198
4011,64,5400,772
4012,6,4700,282
4013,47,7200,64
4014,57,6100,835
4015,98,1000,709
4016,50,300,528
4017,58,7200,632
4018,100,7900,870
4019,95,7900,548
4020,58,3000,870
4021,51,2400,700
4022,59,7300,231
4023,79,3000,437
4024,85,2400,228
4025,82,6700,333
4026,13,5300,810
4027,8,4000,192
4028,28,7300,19
4029,63,1500,974
4030,78,1700,151
4031,27,600,994
4032,4,6100,152
4033,82,9900,328
4034,30,8100,348
4035,90,5700,203
4036,82,6400,619
4037,42,7000,266
4038,78,7600,355
4039,39,4200,817
4040,22,5700,355
4041,43,2600,340
4042,7,7700,443
4043,66,7000,839
4044,45,1000,184
4045,90,6200,586
4046,78,8800,743
4047,7,2300,474
4048,35,9200,97
4049,42,2800,595
4050,6,8300,158
4051,6,6200,829
4052,69,9100,486
4053,78,9800,67
4054,59,3900,701
4055,17,4600,625
4056,41,1200,374
4057,76,5500,511
4058,30,2500,994
4059,76,8400,423
4060,43,2700,696
4061,83,2600,588
4062,47,8100,927
4063,84,3900,212
4064,77,800,795
4065,8,2500,400
4066,16,700,990
4067,71,2700,225
4068,67,1000,471
4069,73,5900,980
4070,37,100,967
4071,36,7400,794
4072,92,9100,193
4073,84,7500,161
4074,68,9300,734
4075,72,6900,103
4076,47,7900,104
4077,56,4200,530
4078,28,3000,852
4079,40,6400,686
4080,70,9400,43
4081,65,6500,186
4082,80,5800,932
4083,16,300,736
4084,25,6000,724
4085,80,4900,228
4086,60,4200,377
4087,54,8400,718
4088,34,5800,768
4089,19,7600,366
4090,23,4700,395
4091,17,4000,20
4092,55,4900,487
4093,67,6100,1000
4094,29,4700,464
4095,20,3500,625
4096,83,7100,759
4097,5,2700,958
4098,56,1500,943
4099,57,2600,501
4100,55,7400,563
4101,51,6500,499
4102,7,9300,779
4103,38,900,921
4104,44,900,366
4105,76,800,162
4106,74,3100,631
4107,63,1900,199
4108,71,9300,629
4109,24,4000,842
4110,9,2300,618
4111,73,7700,31
4112,64,8900,611
4113,84,6100,844
4114,7,9100,789
